Program,Census Tract,Geography Type,CBSA Title,County Name,State Name,Tract Income Level,Tract Median Family Income as Percent of MSA Median Family Income,Tract Population,Place/Neighborhood,Federal Reserve District,Year,Amount
CRA Small Business,13117130102,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Forsyth County, GA",Georgia,Middle,1.0372,2790,"Cumming, GA",6,2020,9342840
CRA Small Business,13117130411,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Forsyth County, GA",Georgia,Middle,1.1668,2796,"Cumming, GA",6,2020,4054234
CRA Small Business,13117130504,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Forsyth County, GA",Georgia,Upper,1.2196,3828,"Cumming, GA",6,2020,3612609
SBA 504,13117130602,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Forsyth County, GA",Georgia,Upper,1.296,6062,"Alpharetta, GA",6,2020,258769
CRA Small Business,13117130406,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Forsyth County, GA",Georgia,Middle,1.0709,7808,"Cumming, GA",6,2020,19452950
SBA 7A,13117130303,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Forsyth County, GA",Georgia,Upper,1.3755,4077,"Cumming, GA",6,2020,129667
CRA Small Business,13117130609,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Forsyth County, GA",Georgia,Upper,1.7665,6898,"Suwanee, GA",6,2020,7980059
CRA Small Business,13117130615,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Forsyth County, GA",Georgia,Upper,2.6827,3448,"Suwanee, GA",6,2020,9119086
SBA 504,13117130506,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Forsyth County, GA",Georgia,Upper,1.2288,3454,"Cumming, GA",6,2020,1476909
SBA 7A,13117130614,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Forsyth County, GA",Georgia,Upper,1.3101,3820,"Suwanee, GA",6,2020,291567
CRA Small Business,13117130607,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Forsyth County, GA",Georgia,Upper,1.9961,9066,"Cumming, GA",6,2020,10858169
CRA Small Business,13117130503,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Forsyth County, GA",Georgia,Upper,1.3618,2855,"Gainesville, GA",6,2020,6083919
CRA Small Business,13117130506,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Forsyth County, GA",Georgia,Upper,1.2288,3454,"Cumming, GA",6,2020,4655600
SBA 7A,13119890402,Rural,NA,"Franklin County, GA",Georgia,Middle,0.8442,3565,"Royston, GA",6,2020,1271249
CRA Small Business,13119890201,Rural,NA,"Franklin County, GA",Georgia,Middle,1.116,3178,"Carnesville, GA",6,2020,2917588
CRA Small Business,13119890104,Rural,NA,"Franklin County, GA",Georgia,Middle,1.1133,1724,"Martin, GA",6,2020,2037861
CRA Small Business,13119890402,Rural,NA,"Franklin County, GA",Georgia,Middle,0.8442,3565,"Royston, GA",6,2020,1636965
SBA 7A,13119890101,Rural,NA,"Franklin County, GA",Georgia,Middle,0.9267,3991,"Lavonia, GA",6,2020,1225484
CRA Small Business,13119890401,Rural,NA,"Franklin County, GA",Georgia,Middle,1.0048,2098,"Royston, GA",6,2020,1062600
SBA 7A,13119890202,Rural,NA,"Franklin County, GA",Georgia,Middle,1.0424,2980,"Carnesville, GA",6,2020,1059375
CRA Small Business,13119890300,Rural,NA,"Franklin County, GA",Georgia,Middle,0.8973,3463,"Royston, GA",6,2020,1346959
CRA Small Business,13119890103,Rural,NA,"Franklin County, GA",Georgia,Middle,1.1467,2425,"Martin, GA",6,2020,2687794
CRA Small Business,13119890101,Rural,NA,"Franklin County, GA",Georgia,Middle,0.9267,3991,"Lavonia, GA",6,2020,5746049
SBA 7A,13119890300,Rural,NA,"Franklin County, GA",Georgia,Middle,0.8973,3463,"Royston, GA",6,2020,985923
CRA Small Business,13119890202,Rural,NA,"Franklin County, GA",Georgia,Middle,1.0424,2980,"Carnesville, GA",6,2020,2604716
CRA Small Business,13121004400,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.3184,2667,"Mechanicsville, Atlanta, GA",6,2020,3301859
CRA Small Business,13121010117,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.852,3812,"Sandy Springs, GA",6,2020,1915143
CRA Small Business,13121011641,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,3.0506,4291,"Milton, GA",6,2020,12858301
CRA Small Business,13121010402,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.8112,3831,"Palmetto, GA",6,2020,7571467
CRA Small Business,13121011000,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.453,3085,"East Point, GA",6,2020,8924086
CRA Small Business,13121001203,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.8549,2028,"Midtown, Atlanta, GA",6,2020,3944262
CRA Small Business,13121011435,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.7895,4271,"Roswell, GA",6,2020,7564239
CRA Small Business,13121007302,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.3773,3031,"Glenrose Heights, Atlanta, GA",6,2020,743171
CRA Small Business,13121011612,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.9733,3462,"Duluth, GA",6,2020,12437909
CRA Small Business,13121010108,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.9879,3935,"Atlanta, GA",6,2020,17151910
CRA Small Business,13121010521,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.6955,2215,"College Park, GA",6,2020,2985417
CRA Small Business,13121001901,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,2227,"Downtown, Atlanta, GA",6,2020,29791576
CRA Small Business,13121010120,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.5527,2492,"Atlanta, GA",6,2020,764579
SBA 7A,13121011432,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.7682,4784,"Alpharetta, GA",6,2020,1192008
CRA Small Business,13121005800,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.5643,1528,"Adair Park, Atlanta, GA",6,2020,3326719
CRA Small Business,13121006500,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.5304,3697,"Capitol View, Atlanta, GA",6,2020,2141350
CRA Small Business,13121011647,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.7846,5160,"Roswell, GA",6,2020,86339702
CRA Small Business,13121008602,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.3897,1413,"Monroe Heights, Atlanta, GA",6,2020,10890939
CRA Small Business,13121002100,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.9465,2521,"Downtown, Atlanta, GA",6,2020,10363229
CRA Small Business,13121008000,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.6313,4672,"Venetian Hills, Atlanta, GA",6,2020,3171909
CRA Small Business,13121010601,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.9822,3064,"College Park, GA",6,2020,6690729
CRA Small Business,13121010006,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.748,4688,"Buckhead, Atlanta, GA",6,2020,18720494
SBA 504,13121009604,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.5095,4112,"Buckhead, Atlanta, GA",6,2020,635059
CRA Small Business,13121011633,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.6424,4008,"Johns Creek, GA",6,2020,10730216
CRA Small Business,13121002600,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.2898,1123,"Vine City, Atlanta, GA",6,2020,405669
CRA Small Business,13121010007,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,3.0506,1914,"Buckhead, Atlanta, GA",6,2020,16310223
SBA 7A,13121011659,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.8005,2824,"Alpharetta, GA",6,2020,48024
SBA 7A,13121008905,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.2977,5536,"Berkeley Park, Atlanta, GA",6,2020,2347685
CRA Small Business,13121010802,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,1.0055,3916,"Hapeville, GA",6,2020,9532733
CRA Small Business,13121000400,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.199,1865,"Ansley Park, Atlanta, GA",6,2020,65943409
SBA 7A,13121010528,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.3271,4398,"Union City, GA",6,2020,5649
CRA Small Business,13121010535,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.3452,3129,"Fairburn, GA",6,2020,6604709
CRA Small Business,13121003900,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.5073,1756,"Ashview Heights, Atlanta, GA",6,2020,1401199
SBA 7A,13121007703,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.5955,3869,"Atlanta, GA",6,2020,211874
CRA Small Business,13121011661,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.2196,2187,"Milton, GA",6,2020,7812456
CRA Small Business,13121010131,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.4453,2354,"Sandy Springs, GA",6,2020,6333487
CRA Small Business,13121011654,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.4337,2794,"Alpharetta, GA",6,2020,14775319
CRA Small Business,13121010214,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,1.0511,1938,"Sandy Springs, GA",6,2020,6870793
CRA Small Business,13121011802,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.4715,1370,"English Avenue, Atlanta, GA",6,2020,6841821
CRA Small Business,13121011657,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.799,3082,"Alpharetta, GA",6,2020,6460032
SBA 7A,13121011632,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.6079,3641,"Johns Creek, GA",6,2020,952589
CRA Small Business,13121011629,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.0934,4712,"Alpharetta, GA",6,2020,13639429
SBA 7A,13121000501,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.3801,4281,"Midtown, Atlanta, GA",6,2020,811904
CRA Small Business,13121007100,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.3453,2267,"Thomasville Heights, Atlanta, GA",6,2020,357079
CRA Small Business,13121008302,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.3628,1657,"Dixie Hills, Atlanta, GA",6,2020,361599
CRA Small Business,13121007806,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.8589,5390,"Fairburn Road/ Wisteria Lane, Atlanta, GA",6,2020,1764942
CRA Small Business,13121010531,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,3166,"Union City, GA",6,2020,2946438
CRA Small Business,13121011423,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.0166,5484,"Roswell, GA",6,2020,10964389
SBA 7A,13121012000,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.3024,3408,"Mechanicsville, Atlanta, GA",6,2020,319507
CRA Small Business,13121010125,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.6124,3251,"Sandy Springs, GA",6,2020,20767962
SBA 7A,13121011637,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.9642,2836,"Alpharetta, GA",6,2020,5649
CRA Small Business,13121011638,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.3967,4709,"Alpharetta, GA",6,2020,30099153
Historic Tax Credit,13121003000,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.9206,4058,"Inman Park, Atlanta, GA",6,2020,416065
SBA 504,13121011310,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.4871,5137,"East Point, GA",6,2020,524320
CRA Small Business,13121009411,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.2908,2657,"Buckhead, Atlanta, GA",6,2020,3786830
CRA Small Business,13121011428,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.9793,2776,"Alpharetta, GA",6,2020,7487308
CRA Small Business,13121011203,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.7106,2498,"East Point, GA",6,2020,1726251
CRA Small Business,13121008202,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.3171,2031,"Carroll Heights, Atlanta, GA",6,2020,2325540
SBA 7A,13121010604,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.6156,3372,"Atlanta, GA",6,2020,2949299
CRA Small Business,13121006602,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.3717,1050,"Oakland City, Atlanta, GA",6,2020,157069
CRA Small Business,13121008601,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.2519,4993,"Atlanta, GA",6,2020,1554879
CRA Small Business,13121004800,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,1175,"Capital Gateway, Atlanta, GA",6,2020,487268
CRA Small Business,13121009104,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.3238,2830,"Ardmore, Atlanta, GA",6,2020,16289938
SBA 7A,13121010127,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.4121,2557,"Sandy Springs, GA",6,2020,5649
CRA Small Business,13121010522,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.5234,5467,"College Park, GA",6,2020,7187968
CRA Small Business,13121000700,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.388,3500,"Knight Park/Howell Station, Atlanta, GA",6,2020,13316974
CRA Small Business,13121011640,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.3864,5189,"Alpharetta, GA",6,2020,27740514
CRA Small Business,13121008104,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.5189,3413,"Harland Terrace, Atlanta, GA",6,2020,1447455
CRA Small Business,13121009804,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,3.0506,2514,"Buckhead, Atlanta, GA",6,2020,19637067
NMTC,13121007500,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.4309,3447,"Jefferson Park, Atlanta, GA",6,2020,11073999
CRA Small Business,13121001801,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,2037,"Old Fourth Ward, Atlanta, GA",6,2020,1945067
CRA Small Business,13121009301,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,3.0506,2835,"Buckhead, Atlanta, GA",6,2020,11224319
CRA Small Business,13121011204,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.7092,1620,"East Point, GA",6,2020,974444
CRA Small Business,13121003500,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.6015,4258,"Downtown, Atlanta, GA",6,2020,17791850
SBA 7A,13121011416,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.4911,5612,"Roswell, GA",6,2020,2026710
SBA 7A,13121011421,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.8915,3933,"Roswell, GA",6,2020,8599044
SBA 7A,13121010539,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.9171,3927,"Union City, GA",6,2020,5707742
SBA 7A,13121010535,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.3452,3129,"Fairburn, GA",6,2020,4237
CRA Small Business,13121009410,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,1883,"Buckhead, Atlanta, GA",6,2020,3067067
CRA Small Business,13121001206,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.8318,4296,"Midtown, Atlanta, GA",6,2020,14953680
NMTC,13121011901,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,1859,"Sweet Auburn, Atlanta, GA",6,2020,27498549
SBA 7A,13121010306,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.484,5156,"Cliftondale, Atlanta, GA",6,2020,173906
CRA Small Business,13121011630,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.5641,4262,"Johns Creek, GA",6,2020,7843975
CRA Small Business,13121011643,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.9266,4671,"Milton, GA",6,2020,6485131
CRA Small Business,13121005504,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.6101,1235,"South Atlanta, Atlanta, GA",6,2020,1923733
CRA Small Business,13121006601,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.838,2034,"Sylvan Hills, Atlanta, GA",6,2020,3834089
CRA Small Business,13121010129,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.4027,4590,"Atlanta, GA",6,2020,18799971
CRA Small Business,13121011306,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.6535,3371,"Atlanta, GA",6,2020,8081759
SBA 504,13121011421,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.8915,3933,"Roswell, GA",6,2020,561610
SBA 7A,13121001902,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.9762,2258,"Downtown, Atlanta, GA",6,2020,610199
CRA Small Business,13121011441,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.6589,3919,"Roswell, GA",6,2020,19094298
CRA Small Business,13121011653,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,2.6734,3753,"Alpharetta, GA",6,2020,24907462
CRA Small Business,13121012000,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Low,0.3024,3408,"Mechanicsville, Atlanta, GA",6,2020,4098509
CRA Small Business,13121001501,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,2445,"Virginia Highland, Atlanta, GA",6,2020,7897764
CRA Small Business,13121001400,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.9356,2504,"Virginia Highland, Atlanta, GA",6,2020,8528110
CRA Small Business,13121012300,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.97,2777,"Atlanta, GA",6,2020,12992739
CRA Small Business,13121011632,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.6079,3641,"Johns Creek, GA",6,2020,9813295
CRA Small Business,13121010219,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,1.1131,2443,"Sandy Springs, GA",6,2020,3547862
CRA Small Business,13121001302,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.292,2179,"Midtown, Atlanta, GA",6,2020,8722082
CRA Small Business,13121009605,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,2667,"Buckhead, Atlanta, GA",6,2020,20206348
SBA 7A,13121009104,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.3238,2830,"Ardmore, Atlanta, GA",6,2020,256792
CRA Small Business,13121010305,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,0.8339,4307,"Sandtown, Atlanta, GA",6,2020,12678742
SBA 7A,13121010801,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.5158,2637,"Hapeville, GA",6,2020,993890
CRA Small Business,13121010132,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.7871,3301,"Sandy Springs, GA",6,2020,53731982
SBA 7A,13121010534,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,3847,"Union City, GA",6,2020,5649
SBA 7A,13121001302,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.292,2179,"Midtown, Atlanta, GA",6,2020,593672
CRA Small Business,13121001902,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.9762,2258,"Downtown, Atlanta, GA",6,2020,28830558
SBA 7A,13121011645,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.5431,4220,"Milton, GA",6,2020,2576399
CRA Small Business,13121009900,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,3.0506,5509,"Buckhead, Atlanta, GA",6,2020,17420080
CRA Small Business,13121008908,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,2272,"Berkeley Park, Atlanta, GA",6,2020,34935501
CRA Small Business,13121009406,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,2380,"Buckhead, Atlanta, GA",6,2020,2783002
CRA Small Business,13121011628,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.2058,2857,"Alpharetta, GA",6,2020,9592235
CRA Small Business,13121010310,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Middle,1.0584,4901,"Cliftondale, Atlanta, GA",6,2020,2085670
SBA 7A,13121011439,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.3985,4138,"Roswell, GA",6,2020,211874
CRA Small Business,13121011513,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.8407,3450,"Brookfield Country Club, Roswell, GA",6,2020,9468332
CRA Small Business,13121011432,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.7682,4784,"Alpharetta, GA",6,2020,4821242
CRA Small Business,13121010530,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.7714,2804,"Atlanta, GA",6,2020,3485622
SBA 7A,13121000700,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.388,3500,"Knight Park/Howell Station, Atlanta, GA",6,2020,502567
SBA 7A,13121003000,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.9206,4058,"Inman Park, Atlanta, GA",6,2020,1453461
CRA Small Business,13121010517,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Moderate,0.7473,5335,"College Park, GA",6,2020,3942020
SBA 7A,13121011424,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,Upper,1.5531,5435,"Alpharetta, GA",6,2020,229672
SBA 7A,13121011801,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,1322,"English Avenue, Atlanta, GA",6,2020,5649
CRA Small Business,13121010534,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Fulton County, GA",Georgia,NA,0,3847,"Union City, GA",6,2020,3351086
