Program,Census Tract,Geography Type,CBSA Title,County Name,State Name,Tract Income Level,Tract Median Family Income as Percent of MSA Median Family Income,Tract Population,Place/Neighborhood,Federal Reserve District,Year,Amount
CRA Small Business,13021013506,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Upper,1.4064,3998,"Macon, GA",6,2018,2357361
CRA Small Business,13021012000,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Middle,1.1184,4936,"Macon, GA",6,2018,2495199
CRA Small Business,13021012400,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Low,0.3604,4148,"Macon, GA",6,2018,2144962
CRA Small Business,13021010200,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Upper,1.2814,2195,"Macon, GA",6,2018,3877006
HOME,13021013604,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Upper,1.4384,4987,"Lizella, GA",6,2018,786310
LIHTC,13021010500,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Low,0.4952,3215,"Macon, GA",6,2018,1025559
CRA Small Business,13021013409,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Middle,0.869,4252,"Macon, GA",6,2018,2315389
CRA Small Business,13021011900,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Middle,0.9895,2131,"Macon, GA",6,2018,4722120
CRA Small Business,13021013608,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Upper,1.3484,3630,"Lizella, GA",6,2018,3117825
CRA Small Business,13021013407,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Middle,0.9332,4885,"Macon, GA",6,2018,9196200
CRA Small Business,13021013701,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,NA,0,2211,"Macon, GA",6,2018,19146117
CRA Small Business,13021013101,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Low,0.4258,5732,"Macon, GA",6,2018,280615
CRA Small Business,13021013201,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Moderate,0.5281,5625,"Macon, GA",6,2018,6623370
CRA Small Business,13021013503,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Middle,0.9179,2235,"Macon, GA",6,2018,831870
CRA Small Business,13021013412,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Upper,2.0104,4316,"Macon, GA",6,2018,6305861
CRA Small Business,13021013408,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Upper,1.6769,5179,"Macon, GA",6,2018,6110910
CRA Small Business,13021012102,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Upper,1.4584,4929,"Macon, GA",6,2018,11263590
CRA Small Business,13021013800,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Moderate,0.6173,1608,"Macon, GA",6,2018,2736630
CRA Small Business,13021011001,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Low,0.3805,3748,"Macon, GA",6,2018,4556940
CRA Small Business,13021011701,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Moderate,0.5255,2351,"Macon, GA",6,2018,194220
CRA Small Business,13021013202,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,NA,0,2576,"Macon, GA",6,2018,2581200
CRA Small Business,13021012700,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Low,0.4084,1843,"Macon, GA",6,2018,941850
CRA Small Business,13021012800,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Low,0.2948,2831,"Macon, GA",6,2018,79560
CRA Small Business,13021011500,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Low,0.378,1010,"Macon, GA",6,2018,325260
CRA Small Business,13021012200,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Moderate,0.7687,2483,"Macon, GA",6,2018,3905788
CRA Small Business,13021013102,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Middle,0.8856,4236,"Macon, GA",6,2018,244529
CRA Small Business,13021010500,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Low,0.4952,3215,"Macon, GA",6,2018,1401660
CRA Small Business,13021013603,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Middle,1.0743,4229,"Macon, GA",6,2018,4325490
CRA Small Business,13021013413,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Upper,1.7061,2834,"Macon, GA",6,2018,1895074
CRA Small Business,13021014000,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Low,0.3594,3586,"Macon, GA",6,2018,5426069
CRA Small Business,13021011100,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Low,0.1957,1809,"Macon, GA",6,2018,1519830
Historic Tax Credit,13021010800,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Upper,2.135,1948,"Macon, GA",6,2018,971330
CRA Small Business,13021013702,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Upper,1.9693,1223,"Macon, GA",6,2018,11311142
Historic Tax Credit,13021013702,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Upper,1.9693,1223,"Macon, GA",6,2018,355468
CRA Small Business,13021012600,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Moderate,0.6427,4026,"Macon, GA",6,2018,4214744
CRA Small Business,13021011702,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Moderate,0.683,4611,"Macon, GA",6,2018,1406340
CRA Small Business,13021011800,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Upper,1.2147,3586,"Macon, GA",6,2018,3136427
Historic Tax Credit,13021013701,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,NA,0,2211,"Macon, GA",6,2018,7204912
CRA Small Business,13021012900,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Moderate,0.5041,1702,"Macon, GA",6,2018,741780
CRA Small Business,13021010400,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Low,0.4687,1931,"Macon, GA",6,2018,581490
CRA Small Business,13021012101,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Upper,1.3837,2435,"Macon, GA",6,2018,2741373
CRA Small Business,13021013900,Metropolitan Statistical Area,"Macon-Bibb County, GA","Bibb County, GA",Georgia,Moderate,0.6129,2152,"Macon, GA",6,2018,10972260
CRA Small Business,13023790100,Rural,NA,"Bleckley County, GA",Georgia,Middle,1.0093,4535,"Cochran, GA",6,2018,386100
CRA Small Business,13023790200,Rural,NA,"Bleckley County, GA",Georgia,Middle,0.8813,2605,"Cochran, GA",6,2018,1268280
CRA Small Business,13023790301,Rural,NA,"Bleckley County, GA",Georgia,Moderate,0.7719,2491,"Cochran, GA",6,2018,129522
CRA Small Business,13023790302,Rural,NA,"Bleckley County, GA",Georgia,Middle,0.904,2952,"Cochran, GA",6,2018,140745
CRA Small Business,13025960101,Metropolitan Statistical Area,"Brunswick-St. Simons, GA","Brantley County, GA",Georgia,Moderate,0.6393,4169,"Brantley County, GA",6,2018,416309
CRA Small Business,13025960202,Metropolitan Statistical Area,"Brunswick-St. Simons, GA","Brantley County, GA",Georgia,Moderate,0.668,4336,"Nahunta, GA",6,2018,897423
CRA Small Business,13025960102,Metropolitan Statistical Area,"Brunswick-St. Simons, GA","Brantley County, GA",Georgia,Moderate,0.7605,2602,"Brantley County, GA",6,2018,226018
CRA Small Business,13025960201,Metropolitan Statistical Area,"Brunswick-St. Simons, GA","Brantley County, GA",Georgia,NA,0,1811,"Nahunta, GA",6,2018,389571
CRA Small Business,13025960300,Metropolitan Statistical Area,"Brunswick-St. Simons, GA","Brantley County, GA",Georgia,Middle,0.9415,5103,"Hoboken, GA",6,2018,505439
CRA Small Business,13027960301,Metropolitan Statistical Area,"Valdosta, GA","Brooks County, GA",Georgia,Middle,1.0262,3437,"Quitman, GA",6,2018,1127806
CRA Small Business,13027960302,Metropolitan Statistical Area,"Valdosta, GA","Brooks County, GA",Georgia,Middle,1.1932,2188,"Quitman, GA",6,2018,855340
CRA Small Business,13027960200,Metropolitan Statistical Area,"Valdosta, GA","Brooks County, GA",Georgia,Moderate,0.7982,1537,"Pavo, GA",6,2018,72540
CRA Small Business,13027960400,Metropolitan Statistical Area,"Valdosta, GA","Brooks County, GA",Georgia,Moderate,0.7316,4018,"Quitman, GA",6,2018,989819
CRA Small Business,13027960500,Metropolitan Statistical Area,"Valdosta, GA","Brooks County, GA",Georgia,Moderate,0.546,2570,"Quitman, GA",6,2018,795600
CRA Small Business,13027960600,Metropolitan Statistical Area,"Valdosta, GA","Brooks County, GA",Georgia,Middle,1.0391,2551,"Quitman, GA",6,2018,787410
CRA Small Business,13029920307,Metropolitan Statistical Area,"Savannah, GA","Bryan County, GA",Georgia,Upper,1.7902,8631,"Buckhead, Richmond Hill, GA",6,2018,5327549
CRA Small Business,13029920303,Metropolitan Statistical Area,"Savannah, GA","Bryan County, GA",Georgia,Moderate,0.7689,7522,"Richmond Hill, GA",6,2018,9885330
CRA Small Business,13029920101,Metropolitan Statistical Area,"Savannah, GA","Bryan County, GA",Georgia,Middle,0.8282,5580,"Ellabell, GA",6,2018,3063060
CRA Small Business,13029920103,Metropolitan Statistical Area,"Savannah, GA","Bryan County, GA",Georgia,Moderate,0.7303,4437,"Pembroke, GA",6,2018,2921300
CRA Small Business,13029920104,Metropolitan Statistical Area,"Savannah, GA","Bryan County, GA",Georgia,NA,0,991,"Pembroke, GA",6,2018,716224
CRA Small Business,13029920305,Metropolitan Statistical Area,"Savannah, GA","Bryan County, GA",Georgia,Upper,1.5719,4928,"Richmond Hill, GA",6,2018,11821680
CRA Small Business,13029920301,Metropolitan Statistical Area,"Savannah, GA","Bryan County, GA",Georgia,Middle,0.9756,1769,"Richmond Hill, GA",6,2018,2336490
CRA Small Business,13029920308,Metropolitan Statistical Area,"Savannah, GA","Bryan County, GA",Georgia,Upper,1.2688,10880,"Buckhead, Richmond Hill, GA",6,2018,5113525
CRA Small Business,13031110901,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,Middle,1.191,3825,"Pembroke, GA",6,2018,2013774
CRA Small Business,13031110500,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,Middle,1.0852,5210,"Statesboro, GA",6,2018,11298888
CRA Small Business,13031110800,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,Middle,1.0144,2521,"Register, GA",6,2018,2763540
CRA Small Business,13031110302,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,Upper,1.7092,6245,"Statesboro, GA",6,2018,13685266
CRA Small Business,13031110405,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,Moderate,0.6501,5231,"Statesboro, GA",6,2018,7536556
CRA Small Business,13031110401,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,Moderate,0.5628,5204,"Statesboro, GA",6,2018,6122610
CRA Small Business,13031110603,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,Upper,1.2425,3615,"Statesboro, GA",6,2018,5703827
CRA Small Business,13031110703,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,Upper,1.4896,2792,"Brooklet, GA",6,2018,2909633
CRA Small Business,13031110408,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,Low,0.4944,3651,"Statesboro, GA",6,2018,470618
CRA Small Business,13031110604,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,Middle,1.0433,3157,"Statesboro, GA",6,2018,4605855
CRA Small Business,13031110301,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,Upper,1.3174,4125,"Statesboro, GA",6,2018,10869518
CRA Small Business,13031110902,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,Upper,1.7967,3499,"Pembroke, GA",6,2018,1902210
CRA Small Business,13031110701,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,Upper,1.4864,5830,"Brooklet, GA",6,2018,6251313
CRA Small Business,13031110202,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,Upper,1.2744,4586,"Statesboro, GA",6,2018,8307299
CRA Small Business,13031110702,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,Upper,1.3716,3343,"Brooklet, GA",6,2018,2914966
CRA Small Business,13031110406,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,NA,0,2329,"Statesboro, GA",6,2018,3462609
CRA Small Business,13031110201,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,Upper,1.3812,3995,"Statesboro, GA",6,2018,6825475
CRA Small Business,13031110100,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,Middle,1.0349,3648,"Portal, GA",6,2018,1223820
CRA Small Business,13031110602,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,Moderate,0.7449,4422,"Statesboro, GA",6,2018,4494936
CRA Small Business,13031110407,Micropolitan Statistical Area,"Statesboro, GA","Bulloch County, GA",Georgia,NA,0,3871,"Statesboro, GA",6,2018,685338
CRA Small Business,13033950200,Metropolitan Statistical Area,"Augusta-Richmond County, GA-SC","Burke County, GA",Georgia,Moderate,0.7396,3151,"Hephzibah, GA",6,2018,390780
CRA Small Business,13033950101,Metropolitan Statistical Area,"Augusta-Richmond County, GA-SC","Burke County, GA",Georgia,Upper,1.3104,3034,"Waynesboro, GA",6,2018,1054276
CRA Small Business,13033950102,Metropolitan Statistical Area,"Augusta-Richmond County, GA-SC","Burke County, GA",Georgia,Upper,1.2249,2701,"Waynesboro, GA",6,2018,849310
CRA Small Business,13033950700,Metropolitan Statistical Area,"Augusta-Richmond County, GA-SC","Burke County, GA",Georgia,Middle,0.8245,2992,"Sardis, GA",6,2018,556920
CRA Small Business,13033950900,Metropolitan Statistical Area,"Augusta-Richmond County, GA-SC","Burke County, GA",Georgia,Moderate,0.693,1921,"Midville, GA",6,2018,1077570
CRA Small Business,13033950400,Metropolitan Statistical Area,"Augusta-Richmond County, GA-SC","Burke County, GA",Georgia,Moderate,0.6329,5100,"Waynesboro, GA",6,2018,5071950
CRA Small Business,13033950500,Metropolitan Statistical Area,"Augusta-Richmond County, GA-SC","Burke County, GA",Georgia,Middle,0.9261,5697,"Waynesboro, GA",6,2018,4111379
CRA Small Business,13035150300,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Butts County, GA",Georgia,Moderate,0.7326,8586,"Jackson, GA",6,2018,7177950
CRA Small Business,13035150102,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Butts County, GA",Georgia,Middle,0.9165,4800,"Jackson, GA",6,2018,2102741
CRA Small Business,13035150101,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Butts County, GA",Georgia,Middle,0.8644,3565,"Jackson, GA",6,2018,1534784
CRA Small Business,13035150202,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Butts County, GA",Georgia,Moderate,0.5177,3205,"Jackson, GA",6,2018,5581081
CRA Small Business,13035150201,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Butts County, GA",Georgia,Low,0.4819,5278,"Jackson, GA",6,2018,9316523
CRA Small Business,13037950100,Rural,NA,"Calhoun County, GA",Georgia,Middle,0.9349,2760,"Morgan, GA",6,2018,859950
CRA Small Business,13037950200,Rural,NA,"Calhoun County, GA",Georgia,Moderate,0.7926,2813,"Edison, GA",6,2018,1784250
CRA Small Business,13039010201,Micropolitan Statistical Area,"Kingsland, GA","Camden County, GA",Georgia,Middle,1.0941,2311,"Woodbine, GA",6,2018,526086
CRA Small Business,13039010405,Micropolitan Statistical Area,"Kingsland, GA","Camden County, GA",Georgia,Upper,1.544,6146,"Saint Marys, GA",6,2018,2997355
CRA Small Business,13039010404,Micropolitan Statistical Area,"Kingsland, GA","Camden County, GA",Georgia,Middle,0.969,5961,"Saint Marys, GA",6,2018,2560140
CRA Small Business,13039010403,Micropolitan Statistical Area,"Kingsland, GA","Camden County, GA",Georgia,Upper,1.6607,4236,"Saint Marys, GA",6,2018,3868019
CRA Small Business,13039010302,Micropolitan Statistical Area,"Kingsland, GA","Camden County, GA",Georgia,Moderate,0.7773,4791,"Kingsland, GA",6,2018,1408041
CRA Small Business,13039010202,Micropolitan Statistical Area,"Kingsland, GA","Camden County, GA",Georgia,Upper,1.6166,2707,"Woodbine, GA",6,2018,491809
CRA Small Business,13039010603,Micropolitan Statistical Area,"Kingsland, GA","Camden County, GA",Georgia,Middle,0.8987,2785,"Saint Marys, GA",6,2018,3061997
CRA Small Business,13039010100,Micropolitan Statistical Area,"Kingsland, GA","Camden County, GA",Georgia,Upper,1.3462,3234,"White Oak, GA",6,2018,409500
CRA Small Business,13039010500,Micropolitan Statistical Area,"Kingsland, GA","Camden County, GA",Georgia,Moderate,0.7494,3387,"Saint Marys, GA",6,2018,54990
CRA Small Business,13039010303,Micropolitan Statistical Area,"Kingsland, GA","Camden County, GA",Georgia,Middle,0.9288,3234,"Kingsland, GA",6,2018,696164
CRA Small Business,13039010602,Micropolitan Statistical Area,"Kingsland, GA","Camden County, GA",Georgia,Upper,1.6635,1214,"Saint Marys, GA",6,2018,1069380
CRA Small Business,13039010406,Micropolitan Statistical Area,"Kingsland, GA","Camden County, GA",Georgia,Upper,1.7639,1994,"Saint Marys, GA",6,2018,739830
CRA Small Business,13039010604,Micropolitan Statistical Area,"Kingsland, GA","Camden County, GA",Georgia,Moderate,0.5184,3651,"Saint Marys, GA",6,2018,4003627
CRA Small Business,13039010407,Micropolitan Statistical Area,"Kingsland, GA","Camden County, GA",Georgia,Upper,1.5879,4575,"Saint Marys, GA",6,2018,1546344
CRA Small Business,13039010304,Micropolitan Statistical Area,"Kingsland, GA","Camden County, GA",Georgia,Upper,1.2068,2617,"Kingsland, GA",6,2018,518146
CRA Small Business,13039010305,Micropolitan Statistical Area,"Kingsland, GA","Camden County, GA",Georgia,Upper,1.5183,1925,"Kingsland, GA",6,2018,407938
CRA Small Business,13043950300,Rural,NA,"Candler County, GA",Georgia,Middle,0.9229,2576,"Metter, GA",6,2018,4564170
CRA Small Business,13043950200,Rural,NA,"Candler County, GA",Georgia,Moderate,0.7819,3494,"Metter, GA",6,2018,8254349
CRA Small Business,13043950100,Rural,NA,"Candler County, GA",Georgia,Moderate,0.6645,4911,"Metter, GA",6,2018,3880889
CRA Small Business,13045910900,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Carroll County, GA",Georgia,Middle,0.93,3929,"Carrollton, GA",6,2018,1781910
CRA Small Business,13045910203,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Carroll County, GA",Georgia,Middle,0.848,3722,"Temple, GA",6,2018,2910672
CRA Small Business,13045910706,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Carroll County, GA",Georgia,Upper,1.2283,4318,"Villa Rica, GA",6,2018,2482339
CRA Small Business,13045910202,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Carroll County, GA",Georgia,Moderate,0.7897,5944,"Temple, GA",6,2018,4547593
CRA Small Business,13045910709,Metropolitan Statistical Area,"Atlanta-Sandy Springs-Roswell, GA","Carroll County, GA",Georgia,Moderate,0.763,4741,"Carrollton, GA",6,2018,3526948
